Código UNSPSC,Descripción,Definición,Código Segmento,Segmento,Código Familia,Familia,Código Clase,Clase,Fecha Versión
42201820,Rejillas de equipo radiográfico para uso médico,"Dispositivo empleado para reducir la cantidad de radiación dispersa que alcanza la película. Las rejillas se fabrican empleando bandas paralelas de material radiopaco, alternando con bandas de material radiotransparente.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201821,Sujeta casetes de película radiográfica,Elemento utilizado para guardar las placas fotográfica.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201822,Estuches o fundas o accesorios para equipos de rayos x para uso médico,Caja o envoltura para guardar ordenadamente el equipo radiográfico.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201823,Unidad de tubo y transformador de rayos x para uso médico,Partes de los equipos radiografía que se utiliza en el proceso de trasnformación de la imagen.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201824,Sets de artrografía para uso médico,La artrografía es la toma de imágenes médicas para evaluar condiciones de las articulaciones,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201825,Insertos de tubo de aparatos de rayos x para uso médico,Elemento de soporte para los tubos de los equipos de radiografía.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201826,Kits de reparación de aparatos de rayos x para uso médico,Instrumentos necesarios para realizar la reparación de aparatos de radiografía.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201827,Kits de reparación de carpa de cuarto oscuro de rayos x para uso médico,Instrumentos necesarios para realizar la reparación de las cámaras oscuras.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201828,Filtros de aparatos de rayos x para uso médico,Material que se utiliza para clarificar las imágenes en un aparato de radiografía.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201829,Localizadores radiográficos,"Tienen como propósito, la ubicación exacta del foramen apical de una manera más precisa y menos invasiva para el paciente. Cuando estos dispositivos son utilizados correctamente y se cuenta con la experiencia en su manejo, son un método fiable en la actua",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201830,Pantallas intensificadoras de rayos x para uso médico,"Las pantallas intensificadoras están diseñadas para ser utilizadas con películas X y otras películas sensibles a la luz azul para la radiografía general. Estas pantallas de rayos X incorporan fósforos que convierten la energía de rayos X en luz azul, sobr",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201831,Tapas de casetes o películas de rayos x para uso médico,Elementos que se utilizan para cubrir para evitar el deterioro de las peliculas de rayos x.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201832,Cubiertas de casetes o película radiográfica,Elementos que se utilizan para cubrir para evitar el deterioro de las peliculas radiográficos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201833,Cambiadores de casetes o película radiográfica,Herramienta que ayuda a realizar el cambio de cartuchos de las radiográficos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201834,Ensamblajes rectificadores de aparatos de rayos x radiográficos para uso médico,Elemento mecánico que se utiliza para armar los aparatos radiográficos médicos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201835,Ensamblajes de unidades de tubos de aparatos de rayos x para uso médico,Elemento mecánico que se utiliza para armar los tubos de los aparatos radiográficos médicos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201836,Ensamblajes de bandas de compresión de aparatos de rayos x para uso médico,Elemento mecánico que se utiliza para armar las cintas de comprensión de los aparatos radiográficos médicos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201837,Enfriadores de agua de rayos x para uso médico,Elementos mecánicos que se utilizan para disminuir la temperatura de los aparatos radiográficos.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201838,Catéteres o kits de catéteres de enteroclisis para uso médico,Dispositivo de forma tubular usado en el procedimiento de radiografía del intestino delgado con la cual se observa la forma en que un líquido llamado medio de contraste se desplaza a través de esta área.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201839,Bandejas de procedimientos de imágenes para uso médico,Plataformas planas que se utilizan para sobreponer elementos de los sistemas médicos de imagen.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201840,Dispositivos sellantes vasculares,Es un generador electroquirúrgico que permite el sellado de arterias y venas de hastas 7 mm de diámetro y grupos de tejido,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201841,Papeles de rayos x diagnósticos para uso médico,Material constituido por una delgada lámina elaborara a partir de pulpa de celulosa para plasmar los diagnósticos médicos de rayos x.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201848,"Sistema digital de imágenes de rayos x
","Asignaciones destinadas a la adquisición de equipos, refacciones y accesorios mayores, utilizados en hospitales, unidades sanitarias, consultorios, servicios veterinarios y en los laboratorios auxiliares de ciencias médicas como rayos X, ultrasonidos, equipos de diálisis e inhaloterapia, máquinas es",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201800,Productos radiográficos de diagnóstico médico,2026-06-18 12:27:54
42201901,Luces de punto caliente de película de rayos x para uso médico,Instrumento que se utiliza para proyectar un espectro de luz para poder ser utilizada para visualizar las películas radiográficas médicas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201900,Fuentes de iluminación y equipo de visión de película radiográfica médica,2026-06-18 12:27:54
42201902,Sistemas de estanterías de despliegue largas de rayos x para uso médico,Equipo que se coloca en la pared y que utiliza luz para visualizar las películas radiográficas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201900,Fuentes de iluminación y equipo de visión de película radiográfica médica,2026-06-18 12:27:54
42201903,Cajas de despliegue de película de rayos x para uso médico,Equipo que se coloca en la pared y que utiliza luz para visualizar las películas radiográficas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201900,Fuentes de iluminación y equipo de visión de película radiográfica médica,2026-06-18 12:27:54
42201904,Ventanas o pantallas iluminadoras de película de rayos x para uso médico,Dispositivo que se utiliza para sobreponer la película radiográifca para poder visualizarla.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201900,Fuentes de iluminación y equipo de visión de película radiográfica médica,2026-06-18 12:27:54
42201905,Estuches de transferencia de película de rayos x para uso médico,Elemento que se utiliza para transferir las películas radiográficas.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201900,Fuentes de iluminación y equipo de visión de película radiográfica médica,2026-06-18 12:27:54
42201906,Ganchos iluminadores de película de rayos x para uso médico,Un elemento que consiste en una placa de resorte templado con dispositivo de montaje en un extremo y en el extremo opuesto un rodillo para facilitar la inserción y de agarre de las películas de rayos-X. El artículo es para la conexión a un dispositivo de,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201900,Fuentes de iluminación y equipo de visión de película radiográfica médica,2026-06-18 12:27:54
42201907,Estereoscopios de película de rayos x para uso médico,"Se refieren a cualquier técnica de grabación de la información visual tridimensional o a la creación de la ilusión de profundidad en una imagen. La ilusión de profundidad en una fotografía, la película, u otra imagen bidimensional son creados presentando ",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201900,Fuentes de iluminación y equipo de visión de película radiográfica médica,2026-06-18 12:27:54
42201908,Viseras para monitores fluoroscopios para uso médico,"Los fluoroscopios modernos acoplan la pantalla a un intensificador de imagen de rayos X y una cámara de vídeo CCD, lo que permite que las imágenes sean grabadas y reproducidas en un monitor. ",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42201900,Fuentes de iluminación y equipo de visión de película radiográfica médica,2026-06-18 12:27:54
42202001,Cámaras gamma de uso general para uso médico,"Es un dispositivo de captura de imágenes, comúnmente utilizado en medicina nuclear como instrumento para el estudio de enfermedades. Consta de un equipo de detección de radiación gamma.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202000,Cámaras médicas gamma de diagnóstico y productos relacionados,2026-06-18 12:27:54
42202002,Sistemas de navegación o accesorios para mapeo linfático,Dispositivo que se utiliza para realizar una descripción exacta de la estructura anatómica que transporta la linfa unidireccionalmente hacia el corazón.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202000,Cámaras médicas gamma de diagnóstico y productos relacionados,2026-06-18 12:27:54
42202003,Sondas para mapeo linfático,Para la cirugía de ganglio centinela y cáncer intra-operatorio de ensayo localización del tumor.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202000,Cámaras médicas gamma de diagnóstico y productos relacionados,2026-06-18 12:27:54
42202004,Colimadores para mapeo linfático,Un instrumento de precisión para el trazado linfático.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202000,Cámaras médicas gamma de diagnóstico y productos relacionados,2026-06-18 12:27:54
42202005,Paquete de procedimiento para mapeo linfático,Elementos que se utilizan para poder realizar una descripción exacta de la estructura anatómica que transporta la linfa unidireccionalmente hacia el corazón.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202000,Cámaras médicas gamma de diagnóstico y productos relacionados,2026-06-18 12:27:54
42202101,Contenedores o semillas de intra cavidad para braquiterapia,Recipientes o aparatos esparcidores o aspersorespara el  tratamiento radioterapéutico donde isótopos radioactivos se colocan dentro o cerca de la zona que requiere tratamiento. La braquiterapia es comúnmente usada como un tratamiento eficaz para el cáncer,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202100,Productos de braquiterapia,2026-06-18 12:27:54
42202102,Catéteres o jeringas o insertores o aplicadores para braquiterapia,"Es una forma de tratamiento radioterapéutico donde isótopos radioactivos se colocan dentro o cerca de la zona que requiere tratamiento. La braquiterapia es comúnmente usada como un tratamiento eficaz para el cáncer de cervix, próstata, mama y piel y tambi",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202100,Productos de braquiterapia,2026-06-18 12:27:54
42202103,Contenedores de almacenamiento de semillas para braquiterapia,Elementos de almacenaje que se utilizan en los tratamientos donde isótopos radioactivos se colocan dentro o cerca de la zona que requiere tratamiento.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202100,Productos de braquiterapia,2026-06-18 12:27:54
42202104,Kits de captura de semillas para braquiterapia,Dispositivos de captura que se utilizan en los tratamientos donde isótopos radioactivos se colocan dentro o cerca de la zona que requiere tratamiento.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202100,Productos de braquiterapia,2026-06-18 12:27:54
42202105,Unidades de braquiterapia,"Es una forma de tratamiento radioterapéutico donde isótopos radioactivos se colocan dentro o cerca de la zona que requiere tratamiento. La braquiterapia es comúnmente usada como un tratamiento eficaz para el cáncer de cervix, próstata, mamay piel y tambié",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202100,Productos de braquiterapia,2026-06-18 12:27:54
42202201,Colimadores o cascos de cuchillo gamma para radio cirugía,"Es una máquina que utiliza haces de rayos gama de alta intensidad focalizados para tratar lesiones pequeñas y medianas, por lo general en el cerebro.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202200,Productos de radiación gamma,2026-06-18 12:27:54
42202202,Unidades o centelladores de cuchillos gamma radio quirúrgicos,"Es una máquina que utiliza haces de rayos gama de alta intensidad focalizados para tratar lesiones pequeñas y medianas, por lo general en el cerebro.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202200,Productos de radiación gamma,2026-06-18 12:27:54
42202203,Sets de almohadillas para cascos de radio cirugía,Elementos de soporte y acondicionamiento que se utilizan posterior a la cirugia utilizando el sistema gama radio.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202200,Productos de radiación gamma,2026-06-18 12:27:54
42202301,Unidades bidimensionales de terapia de radiación de intensidad modulada de acelerador lineal imrt para uso médico,Equipo que se utiliza para realizar un metodo especializado de aplicación de radioacion bidimensional de manera de haz que entra en el cuerpo desde diferentes angulos para llegar al tumor.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202300,Productos de acelerador lineal de terapia de radiación de intensidad modulada (imrt) médica,2026-06-18 12:27:54
42202302,Unidades tridimensionales de terapia de radiación de intensidad modulada de acelerador lineal imrt para uso médico,Equipo que se utiliza para realizar un metodo especializado de aplicación de radioacion tridimensionalde manera de haz que entra en el cuerpo desde diferentes angulos para llegar al tumor.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202300,Productos de acelerador lineal de terapia de radiación de intensidad modulada (imrt) médica,2026-06-18 12:27:54
42202303,Colimadores de terapia de radiación de intensidad modulada de acelerador lineal imrt para uso médico,Equipos que se utiliza para conformar los campos de tratamiento y modular la intensidad de los haces de radiación con colimadores multihojas controlados por computadoras interconectadas en red en un entorno completamente digital.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202300,Productos de acelerador lineal de terapia de radiación de intensidad modulada (imrt) médica,2026-06-18 12:27:54
42202401,Unidades de tomografía de emisión de positrones pet para uso médico,"Equipo que se utiliza para aplicar una técnica no invasiva de diagnóstico e investigación ¨in vivo¨ por imagen capaz de medir la actividad metabólica del cuerpo humano. Al igual que el resto de técnicas diagnósticas en Medicina Nuclear como el SPECT, la P",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202400,Equipo de tomografía por emisión de positrones (pet) médica y productos relacionados,2026-06-18 12:27:54
42202501,Unidades de tomografía de emisión computarizada de fotones únicos spect para uso médico,Unidades de tomografia que permite el estudio de imágenes por la administración de un radiofármaco (radioisótopo) usualmente por vía intravenosa o inhalatoria.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202500,Equipo de tomografía informatizada por emisión de fotones simples (spect) médica y productos relacionados,2026-06-18 12:27:54
42202601,Suministros para terapia de irradiación de tiroides,Equipos y suministros para radiación externa que  usa rayos (o partículas) de alta energía para destruir las células cancerosas o disminuir su crecimiento.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202600,Productos de administración de radioisótopos y radioimunoterapia,2026-06-18 12:27:54
42202602,Kits de pruebas para radio inmunoterapia,Equipo usado en el tratamiento a una enfermedad o trastornos conocido como inmunoterapia. La inmunoterapia se usa en el contexto del tratamiento de los cánceres junto con la quimioterapia (drogas) y la radioterapia (radiación).,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202600,Productos de administración de radioisótopos y radioimunoterapia,2026-06-18 12:27:54
42202701,Equipo de cobalto 60 para teleterapia radioterapia,"Teleterapia o radioterapia externa, en que la fuente de irradiación está a cierta distancia del paciente en equipos de grandes dimensiones, como son la unidad de Cobalto ",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202700,Productos de radioterapia tele terapia,2026-06-18 12:27:54
42202702,Aceleradores lineales para teleterapia radioterapia,"Es un dispositivo eléctrico para la aceleración de partículas que posean carga eléctrica, tales como los electrones, positrones, protones o iones. La aceleración se produce por incrementos, al atravesar las partículas una secuencia de campos eléctricos al",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202700,Productos de radioterapia tele terapia,2026-06-18 12:27:54
42202703,Máquinas de rayos x de ortovoltaje para teleterapia radioterapia,"Máquinas radioscópicas de ortovoltaje para radioterapia o teleterapia, ",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202700,Productos de radioterapia tele terapia,2026-06-18 12:27:54
42202704,Máquinas de rayos x superficiales para teleterapia radioterapia,"Equipos que se utilizan para realizar radioterapias o teleterapia,",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202700,Productos de radioterapia tele terapia,2026-06-18 12:27:54
42202801,Litotriptores de ultrasonido,"Un litotriptor es un equipo que localiza y visualiza cálculos renales, sincronizando automáticamente ultrasonido y rayos X para pulverizar con ondas de choque (sin cirugía) cálculos (piedras) en las vías urinarias y permitir su eliminación con la orina",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202800,Litotriptores y productos relacionados,2026-06-18 12:27:54
42202802,Electrodos o sondas de litotripia,"Es un conductor eléctrico utilizado para hacer contacto con una parte no metálica de un circuito, por ejemplo un semiconductor, un electrolito, el vacío (en una válvula termoiónica), un gas (en una lámpara de neón), etc.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202800,Litotriptores y productos relacionados,2026-06-18 12:27:54
42202901,Unidades de rayos x de baja energía para uso médico,Equipos médicos para realziar rayos x de bajo consumo eléctrico.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42202900,Equipo radiográfico médico de bajo consumo eléctrico,2026-06-18 12:27:54
42203001,Aceleradores lineales móviles o transportables para uso médico,Es el dispositivo que se usa más comúnmente para dar ... radioterapeuta en colaboración con el dosimetrista y el radiofísico médico.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203000,Aceleradores médicos lineales y productos relacionados,2026-06-18 12:27:54
42203101,Micro dosímetros de efecto radio biológico,Instrumento que se usa en medicina.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203100,Instrumentos radio biológicos,2026-06-18 12:27:54
42203201,Simuladores de planeación de radioterapia rf de fluoroscopia y rayos x,Aparato que se utiliza la reproducciñón de un sistema de radioteriapia.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203200,Simuladores de radioterapia,2026-06-18 12:27:54
42203202,Simuladores de radioterapia de tomografía computarizada ct o cat,Aparato que se utiliza para simular la tomografía computarizada o simuladores de radioterapia CAT.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203200,Simuladores de radioterapia,2026-06-18 12:27:54
42203301,Sistemas de terapia estereotáctica sin marco,Equipo que se utiliza para aplicar el procedimiento de biopsia en el que se usa una computadora y un aparato explorador de tres dimensiones para encontrar el sitio de un tumor y guiar la extirpación de tejido para examinarlo bajo un microscopio.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203300,Sistemas médicos estereotáctica,2026-06-18 12:27:54
42203302,Marcos para la cabeza para terapia estereotáctica,Elemento que se utiliza para recostar la cabeza parar realizar una terpia estereotáctica.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203300,Sistemas médicos estereotáctica,2026-06-18 12:27:54
42203303,Sistemas de biopsia estereotáctica,Procedimiento de biopsia en el que se usa una computadora y un aparato explorador de tres dimensiones para encontrar el sitio de un tumor y guiar la extirpación de tejido para examinarlo bajo un microscopio.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203300,Sistemas médicos estereotáctica,2026-06-18 12:27:54
42203401,Stents coronarios,"Son una especie de muelles de metal noble que se introducen en la arteria coronaria obstruída, evitando que se reobstruya una vez llevada a cabo la angioplastia. Las espirales coronarias se utilizan cada vez más para reducir la necesidad de intervenciones",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203402,Catéteres o sets de diagnóstico o intervención vascular,"Dispositivo de forma tubular que puede ser introducido dentro de un tejido o vena. Los catéteres permiten la inyección de fármacos, el drenaje de líquidos o bien el acceso de otros instrumentos médicos.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203403,Introductores de catéteres o sets de diagnóstico o intervención vascular,"Dispositivo de forma tubular que puede ser introducido dentro de un tejido o vena. Los catéteres permiten la inyección de fármacos, el drenaje de líquidos o bien el acceso de otros instrumentos médicos.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203404,Alambre guía para imágenes vasculares,"Instrumentos que se utilizan parar el estudio, prevención, diagnóstico clínico e instrumental y tratamiento de la patología vascular. ",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203405,Catéter inflable para angioplastia,"La angioplastia se realiza en un hospital. El médico introduce un tubo delgado a través de un vaso sanguíneo del brazo o de la ingle hasta el área afectada de la arteria. El tubo tiene un pequeño globo en un extremo. Cuando el tubo está en su lugar, el mé",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203406,Dispositivos de remoción de catéteres o sets de diagnóstico o intervención vascular,Elementos de trabajo en el campo de la medicina que sirven para retirar los catéteres en pacientes.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203407,Sets de entrega de medios de contraste para angiografía,"Conjunto de elementos requeridos para realizar el examen de diagnóstico por imagen cuya función es el estudio de los vasos circulatorios que no son visibles mediante la radiología convencional. Su nombre procede de las palabras griegas angeion, ""vaso"", y ",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203408,Kits de fundas cardiovasculares,Equipo para recubrimiento cardiovascular.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203409,Valvulotomos angioscópicos,"Equipo utilizado para el examen endoscópico, tratamiento o cirugía realizada desde el interior de los vasos sanguíneos.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203410,Funda de catéter cardiovascular,Elementos que se utilizan para proteger los catéteres cardiovasculares.,42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203411,Carritos para catéteres,"Carros para distintos usos por especialidad, en acero o polímeros, abiertos o cerrados, con ruedas de rodadura blanda silenciosa.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
42203412,Stents periféricos,"Instrumentos utilizados para aplicar el tratamiento de la enfermedad de la arteria periférica, que no es más que la formación de placas en el interior de una arteria.",42000000,"Equipo médico, accesorios y suministros",42200000,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42203400,Productos para hacer imágenes vasculares y para cardiología intervencionista y laboratorios de cateterización cardiaca,2026-06-18 12:27:54
